route_stop_id,route_id,request_id,client_id,sequence_index,planned_arrival,planned_departure,actual_arrival,actual_departure,wait_time_minutes,service_duration_minutes,distance_from_prev_km,travel_time_from_prev_minutes,status,failure_reason,left_at_door,signature_captured,driver_notes
STP-00140,RTE-0009,REQ-01164,CLI-0400,13,2026-03-29 11:23:00,2026-03-29 11:28:00,2026-03-29 14:51:00,2026-03-29 14:54:00,0,5,0.53,2,completed,,False,True,
STP-00141,RTE-0009,REQ-01317,CLI-0129,14,2026-03-29 11:49:00,2026-03-29 11:54:00,2026-03-29 10:06:00,2026-03-29 10:10:00,0,5,8.75,21,completed,,False,False,
STP-00142,RTE-0009,REQ-01598,CLI-0252,15,2026-03-29 12:06:00,2026-03-29 12:19:00,,,0,13,5.41,12,cancelled,route_cancelled,False,False,Unknown
STP-00143,RTE-0009,REQ-00694,CLI-0191,16,2026-03-29 12:21:00,2026-03-29 12:30:00,2026-03-29 13:22:00,2026-03-29 13:31:00,0,9,1.06,2,completed,,False,True,
STP-00144,RTE-0009,REQ-00487,CLI-0032,17,2026-03-29 12:37:00,2026-03-29 12:43:00,2026-03-29 13:40:00,2026-03-29 13:43:00,0,6,3.08,7,completed,,False,True,
STP-00145,RTE-0009,REQ-00618,CLI-0202,18,2026-03-29 13:03:00,2026-03-29 13:12:00,2026-03-29 13:58:00,2026-03-29 14:08:00,0,9,8.34,20,completed,,False,False,Left meal on counter
STP-00146,RTE-0009,REQ-00459,CLI-0202,19,2026-03-29 13:14:00,2026-03-29 13:20:00,2026-03-29 12:25:00,2026-03-29 12:29:00,0,6,0.0,2,completed,,False,True,
STP-00147,RTE-0009,REQ-00829,CLI-0244,20,2026-03-29 13:33:00,2026-03-29 13:39:00,2026-03-29 10:51:00,2026-03-29 10:56:00,0,6,5.78,13,completed,,False,True,
STP-00148,RTE-0009,REQ-01758,CLI-0044,21,2026-03-29 13:43:00,2026-03-29 13:53:00,2026-03-29 13:21:00,2026-03-29 13:29:00,0,10,2.08,4,completed,,False,False,
STP-00149,RTE-0009,REQ-01235,CLI-0072,22,2026-03-29 14:04:00,2026-03-29 14:09:00,2026-03-29 13:34:00,2026-03-29 13:37:00,0,5,4.85,11,completed,,False,True,
STP-00150,RTE-0009,REQ-00122,CLI-0179,23,2026-03-29 14:11:00,2026-03-29 14:16:00,2026-03-29 09:19:00,2026-03-29 09:23:00,0,5,1.13,2,completed,,False,True,
STP-00151,RTE-0009,REQ-01168,CLI-0013,24,2026-03-29 14:18:00,2026-03-29 14:27:00,2026-03-29 09:20:00,2026-03-29 09:33:00,265,9,0.36,2,completed,,False,True,
STP-00152,RTE-0009,REQ-01968,CLI-0098,25,2026-03-29 14:32:00,2026-03-29 14:39:00,2026-03-29 08:19:00,2026-03-29 08:27:00,0,7,2.46,5,no_answer,no_answer_at_door,False,False,
STP-00153,RTE-0009,REQ-00388,CLI-0300,26,2026-03-29 14:52:00,2026-03-29 15:04:00,2026-03-29 08:36:00,2026-03-29 08:47:00,0,12,5.53,13,completed,,False,True,
STP-00154,RTE-0010,REQ-01260,CLI-0201,1,2026-03-28 09:36:00,2026-03-28 09:43:00,2026-03-28 10:00:00,2026-03-28 10:06:00,195,7,4.26,10,completed,,False,True,
STP-00155,RTE-0010,REQ-00763,CLI-0391,2,2026-03-28 10:03:00,2026-03-28 10:17:00,2026-03-28 13:05:00,2026-03-28 13:19:00,0,14,8.65,20,completed,,False,True,
STP-00156,RTE-0010,REQ-00293,CLI-0067,3,2026-03-28 10:37:00,2026-03-28 10:43:00,,,0,6,8.72,20,cancelled,route_cancelled,False,False,
STP-00157,RTE-0010,REQ-00728,CLI-0482,4,2026-03-28 11:04:00,2026-03-28 11:12:00,2026-03-28 09:07:00,2026-03-28 09:16:00,0,8,8.98,21,completed,,False,False,
STP-00158,RTE-0011,REQ-00938,CLI-0171,1,2026-04-01 08:34:00,2026-04-01 08:43:00,2026-04-01 13:29:00,2026-04-01 13:35:00,0,9,0.92,2,completed,,True,False,"Client using walker, door ajar"
STP-00159,RTE-0011,REQ-01432,CLI-0289,2,2026-04-01 08:47:00,2026-04-01 08:57:00,2026-04-01 13:44:00,2026-04-01 13:56:00,0,10,1.81,4,completed,,False,True,
STP-00160,RTE-0011,REQ-01987,CLI-0131,3,2026-04-01 09:01:00,2026-04-01 09:10:00,2026-04-01 12:18:00,2026-04-01 12:28:00,0,9,1.96,4,completed,,False,True,
STP-00161,RTE-0011,REQ-00325,CLI-0260,4,2026-04-01 09:19:00,2026-04-01 09:24:00,2026-04-01 11:23:00,2026-04-01 11:29:00,0,5,3.85,9,completed,,False,True,
STP-00162,RTE-0011,REQ-00623,CLI-0477,5,2026-04-01 09:36:00,2026-04-01 09:48:00,2026-04-01 11:42:00,2026-04-01 11:54:00,0,12,5.31,12,completed,,False,True,
STP-00163,RTE-0011,REQ-00151,CLI-0423,6,2026-04-01 10:00:00,2026-04-01 10:08:00,2026-04-01 12:11:00,2026-04-01 12:19:00,64,8,5.29,12,completed,,False,False,
STP-00164,RTE-0011,REQ-01396,CLI-0311,7,2026-04-01 10:10:00,2026-04-01 10:18:00,2026-04-01 14:28:00,2026-04-01 14:37:00,0,8,0.23,2,completed,,False,False,999
STP-00165,RTE-0011,REQ-00839,CLI-0383,8,2026-04-01 10:33:00,2026-04-01 10:43:00,2026-04-01 14:54:00,2026-04-01 15:05:00,0,10,6.6,15,completed,,False,True,
STP-00166,RTE-0011,REQ-00058,CLI-0017,9,2026-04-01 10:59:00,2026-04-01 11:06:00,2026-04-01 09:07:00,2026-04-01 09:13:00,0,7,6.99,16,completed,,False,True,
STP-00167,RTE-0011,REQ-00539,CLI-0185,10,2026-04-01 11:24:00,2026-04-01 11:34:00,2026-04-01 09:29:00,2026-04-01 09:37:00,31,10,7.8,18,completed,,False,False,
STP-00168,RTE-0011,REQ-00948,CLI-0361,11,2026-04-01 11:55:00,2026-04-01 12:01:00,,,0,6,8.83,21,cancelled,client_cancel,False,False,
STP-00169,RTE-0011,REQ-00101,CLI-0083,12,2026-04-01 12:04:00,2026-04-01 12:09:00,2026-04-01 14:15:00,2026-04-01 14:20:00,0,5,1.55,3,completed,,False,True,
STP-00170,RTE-0011,REQ-01158,CLI-0158,13,2026-04-01 12:34:00,2026-04-01 12:47:00,2026-04-01 08:30:00,2026-04-01 08:46:00,0,13,10.53,25,completed,,False,True,
STP-00171,RTE-0011,REQ-01874,CLI-0244,14,2026-04-01 13:03:00,2026-04-01 13:12:00,2026-04-01 12:33:00,2026-04-01 12:39:00,0,9,6.7,16,completed,,False,True,
STP-00172,RTE-0011,REQ-00944,CLI-0014,15,2026-04-01 13:19:00,2026-04-01 13:26:00,2026-04-01 12:51:00,2026-04-01 12:55:00,0,7,3.05,7,completed,,False,False,
STP-00173,RTE-0011,REQ-00533,CLI-0364,16,2026-04-01 13:35:00,2026-04-01 13:42:00,2026-04-01 15:23:00,2026-04-01 15:30:00,0,7,3.99,9,completed,,True,False,
STP-00174,RTE-0011,REQ-00060,CLI-0409,17,2026-04-01 14:01:00,2026-04-01 14:11:00,2026-04-01 13:05:00,2026-04-01 13:15:00,0,10,8.04,19,no_answer,building_locked,False,False,
STP-00175,RTE-0012,REQ-00005,CLI-0171,1,2026-04-14 08:27:00,2026-04-14 08:34:00,2026-04-14 09:40:00,2026-04-14 09:47:00,0,7,0.92,2,completed,,False,True,
STP-00176,RTE-0012,REQ-01529,CLI-0369,2,2026-04-14 08:37:00,2026-04-14 08:43:00,2026-04-14 11:31:00,2026-04-14 11:37:00,0,6,1.51,3,completed,,False,True,
STP-00177,RTE-0012,REQ-00249,CLI-0208,3,2026-04-14 08:52:00,2026-04-14 09:04:00,2026-04-14 11:52:00,2026-04-14 12:03:00,0,12,3.93,9,completed,,False,False,
STP-00178,RTE-0012,REQ-01472,CLI-0365,4,2026-04-14 09:17:00,2026-04-14 09:23:00,2026-04-14 12:18:00,2026-04-14 12:26:00,0,6,5.65,13,completed,,True,False,
STP-00179,RTE-0012,REQ-01445,CLI-0039,5,2026-04-14 09:28:00,2026-04-14 09:36:00,,,0,8,2.24,5,rerouted,time_window_slip,False,False,
STP-00180,RTE-0012,REQ-00011,CLI-0405,6,2026-04-14 09:46:00,2026-04-14 09:52:00,2026-04-14 12:40:00,2026-04-14 12:43:00,0,6,4.58,10,completed,,False,True,
STP-00181,RTE-0012,REQ-01336,CLI-0396,7,2026-04-14 09:56:00,2026-04-14 10:03:00,2026-04-14 09:51:00,2026-04-14 09:56:00,0,7,1.7,4,completed,,True,False,
STP-00182,RTE-0012,REQ-01113,CLI-0464,8,2026-04-14 10:20:00,2026-04-14 10:30:00,2026-04-14 12:04:00,2026-04-14 12:13:00,0,10,7.4,17,completed,,False,True,"Client using walker, door ajar"
STP-00183,RTE-0012,REQ-01570,CLI-0346,9,2026-04-14 10:51:00,2026-04-14 10:57:00,2026-04-14 11:48:00,2026-04-14 11:51:00,0,6,9.08,21,completed,,False,True,
STP-00184,RTE-0012,REQ-00901,CLI-0406,10,2026-04-14 11:16:00,2026-04-14 11:24:00,2026-04-14 13:12:00,2026-04-14 13:19:00,0,8,8.16,19,no_answer,buzzer_failed,False,False,Note: dog barking but friendly
STP-00185,RTE-0012,REQ-01370,CLI-0429,11,2026-04-14 11:32:00,2026-04-14 11:37:00,2026-04-14 13:34:00,2026-04-14 13:42:00,0,5,3.38,8,completed,,False,True,
STP-00186,RTE-0012,REQ-00303,CLI-0281,12,2026-04-14 11:43:00,2026-04-14 11:52:00,,,0,9,2.82,6,skipped,weather,False,False,
STP-00187,RTE-0012,REQ-00911,CLI-0046,13,2026-04-14 11:54:00,2026-04-14 12:01:00,2026-04-14 09:31:00,2026-04-14 09:38:00,0,7,0.53,2,completed,,False,True,
STP-00188,RTE-0012,REQ-00523,CLI-0287,14,2026-04-14 12:16:00,2026-04-14 12:22:00,2026-04-14 09:52:00,2026-04-14 09:58:00,113,6,6.58,15,completed,,False,True,
STP-00189,RTE-0012,REQ-01687,CLI-0244,15,2026-04-14 12:26:00,2026-04-14 12:32:00,2026-04-14 11:22:00,2026-04-14 11:25:00,0,6,1.97,4,completed,,False,False,"Called ahead, no answer"
STP-00190,RTE-0012,REQ-00816,CLI-0014,16,2026-04-14 12:39:00,2026-04-14 12:44:00,2026-04-14 11:33:00,2026-04-14 11:36:00,0,5,3.05,7,completed,,False,True,
STP-00191,RTE-0012,REQ-00109,CLI-0072,17,2026-04-14 12:46:00,2026-04-14 12:54:00,2026-04-14 11:45:00,2026-04-14 11:52:00,0,8,0.25,2,completed,,False,False,
STP-00192,RTE-0012,REQ-00810,CLI-0486,18,2026-04-14 13:03:00,2026-04-14 13:08:00,2026-04-14 12:00:00,2026-04-14 12:04:00,0,5,4.09,9,completed,,False,True,
STP-00193,RTE-0012,REQ-01335,CLI-0356,19,2026-04-14 13:10:00,2026-04-14 13:18:00,,,0,8,1.16,2,rerouted,wrong_vehicle_type,False,False,
STP-00194,RTE-0012,REQ-01118,CLI-0092,20,2026-04-14 13:22:00,2026-04-14 13:29:00,2026-04-14 12:13:00,2026-04-14 12:22:00,0,7,1.9,4,completed,,False,True,
STP-00195,RTE-0012,REQ-01655,CLI-0088,21,2026-04-14 13:42:00,2026-04-14 13:50:00,2026-04-14 12:40:00,2026-04-14 12:49:00,0,8,5.54,13,completed,,False,True,
STP-00196,RTE-0012,REQ-00319,CLI-0290,22,2026-04-14 13:57:00,2026-04-14 14:05:00,,,0,8,2.95,7,skipped,client_not_home_preknown,False,False,
STP-00197,RTE-0012,REQ-01172,CLI-0296,23,2026-04-14 14:09:00,2026-04-14 14:17:00,2026-04-14 12:57:00,2026-04-14 13:02:00,0,8,1.93,4,no_answer,building_locked,False,False,
STP-00198,RTE-0013,REQ-00619,CLI-0123,1,2026-04-02 08:46:00,2026-04-02 08:55:00,,,0,9,1.5,3,skipped,weather,False,False,
STP-00199,RTE-0013,REQ-01205,CLI-0369,2,2026-04-02 09:03:00,2026-04-02 09:11:00,,,0,8,3.58,8,skipped,weather,False,False,Client chatty today
STP-00200,RTE-0013,REQ-01557,CLI-0069,3,2026-04-02 09:13:00,2026-04-02 09:23:00,,,0,10,0.66,2,skipped,weather,False,False,
STP-00201,RTE-0013,REQ-01757,CLI-0208,4,2026-04-02 09:31:00,2026-04-02 09:38:00,,,0,7,3.53,8,skipped,weather,False,False,
STP-00202,RTE-0013,REQ-01351,CLI-0081,5,2026-04-02 09:50:00,2026-04-02 09:55:00,,,0,5,5.05,12,skipped,weather,False,False,
STP-00203,RTE-0013,REQ-00536,CLI-0105,6,2026-04-02 10:00:00,2026-04-02 10:08:00,,,0,8,2.33,5,skipped,client_not_home_preknown,False,False,Note: dog barking but friendly
STP-00204,RTE-0013,REQ-01035,CLI-0423,7,2026-04-02 10:13:00,2026-04-02 10:19:00,,,0,6,2.23,5,skipped,client_not_home_preknown,False,False,
STP-00205,RTE-0013,REQ-00802,CLI-0135,8,2026-04-02 10:26:00,2026-04-02 10:32:00,,,0,6,3.25,7,skipped,client_not_home_preknown,False,False,
STP-00206,RTE-0013,REQ-01761,CLI-0116,9,2026-04-02 10:49:00,2026-04-02 11:01:00,,,0,12,7.13,17,skipped,client_not_home_preknown,False,False,
STP-00207,RTE-0013,REQ-00050,CLI-0039,10,2026-04-02 11:08:00,2026-04-02 11:13:00,,,0,5,2.98,7,skipped,client_not_home_preknown,False,False,
STP-00208,RTE-0013,REQ-00382,CLI-0346,11,2026-04-02 11:33:00,2026-04-02 11:39:00,,,0,6,8.51,20,skipped,time_budget_exceeded,False,False,
STP-00209,RTE-0013,REQ-00422,CLI-0115,12,2026-04-02 12:01:00,2026-04-02 12:13:00,,,0,12,9.28,22,skipped,weather,False,False,
STP-00210,RTE-0013,REQ-01976,CLI-0190,13,2026-04-02 12:15:00,2026-04-02 12:22:00,,,0,7,0.83,2,skipped,time_budget_exceeded,False,False,
STP-00211,RTE-0013,REQ-01446,CLI-0051,14,2026-04-02 12:25:00,2026-04-02 12:31:00,,,0,6,1.4,3,skipped,client_not_home_preknown,False,False,
STP-00212,RTE-0013,REQ-00268,CLI-0447,15,2026-04-02 12:33:00,2026-04-02 12:38:00,,,0,5,0.77,2,skipped,client_not_home_preknown,False,False,
STP-00213,RTE-0013,REQ-01849,CLI-0457,16,2026-04-02 13:03:00,2026-04-02 13:13:00,,,0,10,10.82,25,skipped,weather,False,False,
STP-00214,RTE-0013,REQ-00445,CLI-0486,17,2026-04-02 13:26:00,2026-04-02 13:31:00,,,0,5,5.56,13,skipped,client_not_home_preknown,False,False,
STP-00215,RTE-0013,REQ-00940,CLI-0347,18,2026-04-02 13:45:00,2026-04-02 13:51:00,,,0,6,6.07,14,skipped,time_budget_exceeded,False,False,
STP-00216,RTE-0013,REQ-01369,CLI-0334,19,2026-04-02 14:01:00,2026-04-02 14:07:00,,,0,6,4.3,10,skipped,client_not_home_preknown,False,False,
STP-00217,RTE-0013,REQ-01044,CLI-0013,20,2026-04-02 14:12:00,2026-04-02 14:19:00,,,0,7,2.41,5,skipped,client_not_home_preknown,False,False,
STP-00218,RTE-0013,REQ-01392,CLI-0363,21,2026-04-02 14:30:00,2026-04-02 14:36:00,,,0,6,4.62,11,skipped,weather,False,False,
STP-00219,RTE-0014,REQ-01072,CLI-0395,1,2026-04-01 08:54:00,2026-04-01 09:03:00,2026-04-01 12:50:00,2026-04-01 12:59:00,0,9,1.09,2,completed,,False,True,
STP-00220,RTE-0014,REQ-00222,CLI-0010,2,2026-04-01 09:07:00,2026-04-01 09:12:00,2026-04-01 14:14:00,2026-04-01 14:19:00,0,5,2.04,4,completed,,False,True,
STP-00221,RTE-0014,REQ-00991,CLI-0475,3,2026-04-01 09:21:00,2026-04-01 09:29:00,2026-04-01 11:53:00,2026-04-01 12:03:00,0,8,4.0,9,completed,,False,False,
STP-00222,RTE-0014,REQ-00732,CLI-0269,4,2026-04-01 09:33:00,2026-04-01 09:38:00,,,0,5,1.84,4,cancelled,route_cancelled,False,False,
STP-00223,RTE-0014,REQ-00242,CLI-0438,5,2026-04-01 09:42:00,2026-04-01 09:49:00,2026-04-01 12:10:00,2026-04-01 12:20:00,0,7,2.03,4,completed,,False,False,
STP-00224,RTE-0014,REQ-00307,CLI-0157,6,2026-04-01 09:56:00,2026-04-01 10:07:00,2026-04-01 12:30:00,2026-04-01 12:38:00,15,11,2.93,7,completed,,False,False,
STP-00225,RTE-0014,REQ-01308,CLI-0335,7,2026-04-01 10:11:00,2026-04-01 10:18:00,2026-04-01 12:42:00,2026-04-01 12:47:00,0,7,1.94,4,completed,,False,True,
STP-00226,RTE-0014,REQ-01930,CLI-0145,8,2026-04-01 10:23:00,2026-04-01 10:35:00,2026-04-01 13:22:00,2026-04-01 13:31:00,0,12,2.49,5,completed,,False,False,
STP-00227,RTE-0015,REQ-00874,CLI-0234,1,2026-04-11 08:08:00,2026-04-11 08:14:00,2026-04-11 10:30:00,2026-04-11 10:35:00,0,6,2.47,5,completed,,False,True,
STP-00228,RTE-0015,REQ-00546,CLI-0362,2,2026-04-11 08:16:00,2026-04-11 08:22:00,2026-04-11 10:31:00,2026-04-11 10:37:00,0,6,1.16,2,completed,,False,True,
STP-00229,RTE-0015,REQ-00356,CLI-0163,3,2026-04-11 08:32:00,2026-04-11 08:37:00,2026-04-11 10:49:00,2026-04-11 10:55:00,0,5,4.56,10,completed,,False,False,
STP-00230,RTE-0015,REQ-00247,CLI-0270,4,2026-04-11 08:59:00,2026-04-11 09:05:00,2026-04-11 11:14:00,2026-04-11 11:19:00,46,6,9.54,22,completed,,False,True,
STP-00231,RTE-0016,REQ-00461,CLI-0454,1,2026-04-06 08:19:00,2026-04-06 08:31:00,2026-04-06 12:06:00,2026-04-06 12:17:00,0,12,0.78,2,completed,,True,False,"Client using walker, door ajar"
STP-00232,RTE-0016,REQ-00913,CLI-0434,2,2026-04-06 08:34:00,2026-04-06 08:42:00,2026-04-06 12:22:00,2026-04-06 12:30:00,0,8,1.3,3,completed,,False,False,
STP-00233,RTE-0016,REQ-01355,CLI-0291,3,2026-04-06 08:45:00,2026-04-06 08:51:00,2026-04-06 15:11:00,2026-04-06 15:15:00,0,6,1.4,3,completed,,False,True,
STP-00234,RTE-0016,REQ-00486,CLI-0068,4,2026-04-06 09:00:00,2026-04-06 09:05:00,2026-04-06 13:46:00,2026-04-06 13:55:00,0,5,3.87,9,completed,,False,True,
STP-00235,RTE-0016,REQ-01237,CLI-0112,5,2026-04-06 09:11:00,2026-04-06 09:23:00,2026-04-06 14:05:00,2026-04-06 14:13:00,0,12,2.58,6,completed,,False,False,
STP-00236,RTE-0016,REQ-01051,CLI-0046,6,2026-04-06 09:26:00,2026-04-06 09:32:00,2026-04-06 14:20:00,2026-04-06 14:26:00,0,6,1.6,3,completed,,False,True,
STP-00237,RTE-0016,REQ-00040,CLI-0435,7,2026-04-06 09:48:00,2026-04-06 09:56:00,2026-04-06 09:11:00,2026-04-06 09:23:00,0,8,6.8,16,completed,,False,False,"Called ahead, no answer"
STP-00238,RTE-0016,REQ-01565,CLI-0108,8,2026-04-06 09:58:00,2026-04-06 10:07:00,2026-04-06 10:42:00,2026-04-06 10:51:00,0,9,1.02,2,completed,,False,True,
STP-00239,RTE-0016,REQ-00217,CLI-0158,9,2026-04-06 10:28:00,2026-04-06 10:34:00,2026-04-06 11:09:00,2026-04-06 11:14:00,0,6,9.01,21,completed,,False,False,
STP-00240,RTE-0016,REQ-00143,CLI-0491,10,2026-04-06 10:39:00,2026-04-06 10:44:00,2026-04-06 11:17:00,2026-04-06 11:21:00,118,5,2.3,5,completed,,False,False,
STP-00241,RTE-0016,REQ-01461,CLI-0109,11,2026-04-06 10:58:00,2026-04-06 11:05:00,2026-04-06 11:37:00,2026-04-06 11:43:00,0,7,5.85,14,completed,,False,True,"Client using walker, door ajar"
STP-00242,RTE-0016,REQ-00398,CLI-0267,12,2026-04-06 11:17:00,2026-04-06 11:28:00,2026-04-06 10:15:00,2026-04-06 10:28:00,0,11,5.25,12,no_answer,no_answer_at_door,False,False,
STP-00243,RTE-0016,REQ-01442,CLI-0214,13,2026-04-06 11:30:00,2026-04-06 11:40:00,2026-04-06 11:35:00,2026-04-06 11:40:00,0,10,0.8,2,completed,,False,False,"Client using walker, door ajar"
STP-00244,RTE-0016,REQ-01893,CLI-0243,14,2026-04-06 11:51:00,2026-04-06 11:57:00,2026-04-06 09:10:00,2026-04-06 09:19:00,0,6,4.73,11,completed,,False,True,
STP-00245,RTE-0016,REQ-01689,CLI-0079,15,2026-04-06 12:13:00,2026-04-06 12:21:00,2026-04-06 11:39:00,2026-04-06 11:44:00,0,8,7.05,16,completed,,False,False,
STP-00246,RTE-0016,REQ-01256,CLI-0149,16,2026-04-06 12:24:00,2026-04-06 12:29:00,2026-04-06 11:50:00,2026-04-06 11:54:00,0,5,1.25,3,completed,,False,True,
STP-00247,RTE-0016,REQ-00782,CLI-0425,17,2026-04-06 12:32:00,2026-04-06 12:37:00,,,0,5,1.41,3,skipped,weather,False,False,
STP-00248,RTE-0016,REQ-00707,CLI-0425,18,2026-04-06 12:39:00,2026-04-06 12:44:00,2026-04-06 11:54:00,2026-04-06 11:58:00,0,5,0.0,2,completed,,False,True,
STP-00249,RTE-0016,REQ-00117,CLI-0489,19,2026-04-06 12:58:00,2026-04-06 13:05:00,2026-04-06 12:16:00,2026-04-06 12:24:00,0,7,5.96,14,completed,,False,False,
STP-00250,RTE-0016,REQ-01663,CLI-0033,20,2026-04-06 13:07:00,2026-04-06 13:12:00,2026-04-06 12:23:00,2026-04-06 12:26:00,0,5,1.18,2,completed,,False,True,
STP-00251,RTE-0016,REQ-00979,CLI-0051,21,2026-04-06 13:14:00,2026-04-06 13:19:00,2026-04-06 12:30:00,2026-04-06 12:35:00,0,5,0.71,2,completed,,True,False,
STP-00252,RTE-0017,REQ-01749,CLI-0172,1,2026-04-10 08:13:00,2026-04-10 08:21:00,2026-04-10 08:28:00,2026-04-10 08:40:00,197,8,0.43,2,completed,,False,True,
STP-00253,RTE-0017,REQ-00264,CLI-0405,2,2026-04-10 08:26:00,2026-04-10 08:31:00,,,0,5,2.32,5,rerouted,time_window_slip,False,False,
STP-00254,RTE-0017,REQ-01722,CLI-0074,3,2026-04-10 08:37:00,2026-04-10 08:44:00,2026-04-10 14:34:00,2026-04-10 14:38:00,0,7,2.59,6,completed,,False,True,
STP-00255,RTE-0017,REQ-00760,CLI-0301,4,2026-04-10 08:52:00,2026-04-10 09:01:00,2026-04-10 09:59:00,2026-04-10 10:08:00,0,9,3.71,8,completed,,False,True,
STP-00256,RTE-0017,REQ-01241,CLI-0409,5,2026-04-10 09:03:00,2026-04-10 09:10:00,2026-04-10 10:09:00,2026-04-10 10:14:00,0,7,0.88,2,completed,,False,True,
STP-00257,RTE-0017,REQ-00725,CLI-0350,6,2026-04-10 09:12:00,2026-04-10 09:20:00,2026-04-10 13:06:00,2026-04-10 13:14:00,0,8,0.71,2,no_answer,building_locked,False,False,
STP-00258,RTE-0017,REQ-00501,CLI-0140,7,2026-04-10 09:22:00,2026-04-10 09:32:00,2026-04-10 09:18:00,2026-04-10 09:28:00,0,10,0.64,2,completed,,False,True,
STP-00259,RTE-0017,REQ-00181,CLI-0170,8,2026-04-10 09:49:00,2026-04-10 09:58:00,2026-04-10 11:59:00,2026-04-10 12:06:00,0,9,7.39,17,completed,,False,False,
STP-00260,RTE-0017,REQ-01337,CLI-0412,9,2026-04-10 10:13:00,2026-04-10 10:19:00,2026-04-10 12:16:00,2026-04-10 12:22:00,74,6,6.29,15,completed,,False,True,N/A
STP-00261,RTE-0017,REQ-01382,CLI-0238,10,2026-04-10 10:28:00,2026-04-10 10:34:00,,,0,6,3.95,9,skipped,weather,False,False,
STP-00262,RTE-0017,REQ-00161,CLI-0299,11,2026-04-10 10:44:00,2026-04-10 10:49:00,2026-04-10 10:04:00,2026-04-10 10:12:00,0,5,4.28,10,completed,,False,False,
STP-00263,RTE-0017,REQ-01705,CLI-0231,12,2026-04-10 10:56:00,2026-04-10 11:05:00,2026-04-10 10:19:00,2026-04-10 10:27:00,0,9,3.28,7,completed,,False,True,
STP-00264,RTE-0017,REQ-00299,CLI-0058,13,2026-04-10 11:10:00,2026-04-10 11:20:00,2026-04-10 11:49:00,2026-04-10 12:00:00,0,10,2.14,5,completed,,False,True,
STP-00265,RTE-0017,REQ-00789,CLI-0143,14,2026-04-10 11:22:00,2026-04-10 11:29:00,2026-04-10 09:07:00,2026-04-10 09:11:00,0,7,1.17,2,completed,,False,True,
STP-00266,RTE-0017,REQ-01306,CLI-0145,15,2026-04-10 11:47:00,2026-04-10 11:52:00,,,0,5,7.68,18,skipped,weather,False,False,
STP-00267,RTE-0017,REQ-01708,CLI-0066,16,2026-04-10 12:09:00,2026-04-10 12:21:00,2026-04-10 13:28:00,2026-04-10 13:38:00,0,12,7.15,17,completed,,False,False,
STP-00268,RTE-0017,REQ-00959,CLI-0465,17,2026-04-10 12:33:00,2026-04-10 12:42:00,2026-04-10 13:44:00,2026-04-10 13:53:00,0,9,5.04,12,completed,,False,True,
STP-00269,RTE-0017,REQ-00216,CLI-0003,18,2026-04-10 12:48:00,2026-04-10 12:57:00,,,0,9,2.77,6,rerouted,vehicle_capacity,False,False,
STP-00270,RTE-0017,REQ-01767,CLI-0482,19,2026-04-10 13:11:00,2026-04-10 13:24:00,2026-04-10 09:24:00,2026-04-10 09:39:00,0,13,6.01,14,completed,,False,False,
STP-00271,RTE-0018,REQ-00457,CLI-0454,1,2026-04-13 09:13:00,2026-04-13 09:20:00,2026-04-13 10:15:00,2026-04-13 10:22:00,0,7,0.78,2,completed,,False,True,
STP-00272,RTE-0018,REQ-01153,CLI-0454,2,2026-04-13 09:22:00,2026-04-13 09:28:00,2026-04-13 10:27:00,2026-04-13 10:32:00,0,6,0.0,2,completed,,False,True,
STP-00273,RTE-0018,REQ-00857,CLI-0191,3,2026-04-13 09:31:00,2026-04-13 09:36:00,2026-04-13 11:43:00,2026-04-13 11:47:00,0,5,1.58,3,completed,,False,False,
STP-00274,RTE-0018,REQ-01157,CLI-0077,4,2026-04-13 09:39:00,2026-04-13 09:45:00,2026-04-13 11:51:00,2026-04-13 11:54:00,0,6,1.4,3,completed,,False,True,
STP-00275,RTE-0018,REQ-01074,CLI-0440,5,2026-04-13 09:50:00,2026-04-13 09:55:00,2026-04-13 12:05:00,2026-04-13 12:11:00,0,5,2.27,5,completed,,False,True,999
STP-00276,RTE-0018,REQ-00150,CLI-0276,6,2026-04-13 10:09:00,2026-04-13 10:17:00,2026-04-13 09:59:00,2026-04-13 10:08:00,0,8,5.98,14,completed,,False,True,
STP-00277,RTE-0018,REQ-00449,CLI-0368,7,2026-04-13 10:33:00,2026-04-13 10:39:00,2026-04-13 13:55:00,2026-04-13 14:00:00,0,6,6.71,16,completed,,False,False,
STP-00278,RTE-0018,REQ-00840,CLI-0249,8,2026-04-13 10:43:00,2026-04-13 10:50:00,2026-04-13 10:58:00,2026-04-13 11:04:00,0,7,1.82,4,completed,,False,False,
STP-00279,RTE-0018,REQ-01066,CLI-0310,9,2026-04-13 10:52:00,2026-04-13 10:57:00,2026-04-13 13:34:00,2026-04-13 13:39:00,0,5,1.2,2,completed,,False,False,
STP-00280,RTE-0018,REQ-00556,CLI-0346,10,2026-04-13 11:24:00,2026-04-13 11:30:00,2026-04-13 10:45:00,2026-04-13 10:50:00,0,6,11.4,27,completed,,False,False,
STP-00281,RTE-0018,REQ-01304,CLI-0243,11,2026-04-13 11:50:00,2026-04-13 11:56:00,2026-04-13 10:33:00,2026-04-13 10:38:00,0,6,8.58,20,completed,,False,True,
