request_id,client_id,created_at,scheduled_date,time_window_start,time_window_end,service_duration_minutes,quantity_meals,quantity_boxes,cold_chain_required,priority_level,frequency,program_type,funding_stream,status,status_reason,assigned_route_id,assigned_stop_sequence,required_driver_skills,flexibility_flags,dietary_tags_snapshot,mobility_tags_snapshot
REQ-00245,CLI-0293,2026-04-11 14:01:00,2026-04-15,13:45:00,15:45:00,5,3,1,True,routine,biweekly,MOW_hot,Island_Health,completed,,,,lang_Vietnamese;refrigerated_vehicle,,low_sodium;heart_healthy;minced,
REQ-00246,CLI-0318,2026-04-13 12:18:00,2026-04-15,08:30:00,10:00:00,7,6,0,True,urgent,monthly,grocery_hamper,United_Way,completed,,RTE-0119,15,refrigerated_vehicle,,diabetic_friendly;minced,
REQ-00247,CLI-0270,2026-04-09 16:51:00,2026-04-11,12:00:00,13:30:00,6,5,0,False,routine,monthly,culturally_specific,private_donations,completed,,RTE-0015,4,no_pet_allergy,flexible_day,heart_healthy,walker;low_vision
REQ-00248,CLI-0122,2026-03-29 15:32:00,2026-03-30,10:45:00,12:45:00,6,7,0,True,routine,one_time,MOW_hot,United_Way,completed,,RTE-0152,9,refrigerated_vehicle,,,low_vision
REQ-00249,CLI-0208,2026-04-13 12:41:00,2026-04-14,11:15:00,13:15:00,12,4,0,True,routine,weekly,MOW_hot,private_donations,completed,,RTE-0012,3,refrigerated_vehicle,flexible_window,minced;gluten_free,assistance_at_door
REQ-00250,CLI-0046,2026-03-23 14:21:00,2026-03-25,09:30:00,11:00:00,9,7,0,True,routine,weekly,MOW_hot,private_donations,completed,,RTE-0228,22,refrigerated_vehicle,,diabetic_friendly,hard_of_hearing
REQ-00251,CLI-0213,2026-03-20 10:39:00,2026-03-25,10:30:00,11:30:00,5,2,1,True,routine,one_time,MOW_hot,United_Way,completed,,,,refrigerated_vehicle,flexible_day,,
REQ-00252,CLI-0263,2026-04-07 06:03:00,2026-04-09,09:00:00,10:00:00,10,6,0,False,routine,weekly,grocery_hamper,Island_Health,completed,,RTE-0023,14,,flexible_window,,walker;low_vision
REQ-00253,CLI-0237,2026-03-29 08:46:00,2026-03-31,09:30:00,12:30:00,13,3,1,True,routine,weekly,MOW_frozen,Island_Health,scheduled,,RTE-0178,7,refrigerated_vehicle,flexible_window,pureed,
REQ-00254,CLI-0266,2026-04-03 17:46:00,2026-04-07,08:45:00,10:15:00,10,7,1,True,routine,biweekly,MOW_frozen,private_donations,completed,,RTE-0019,25,refrigerated_vehicle,,diabetic_friendly;low_sodium,
REQ-00255,CLI-0264,2026-03-22 16:17:00,2026-03-25,08:45:00,11:45:00,5,7,0,False,routine,weekly,grocery_hamper,client_pay,completed,,,,,,,
REQ-00256,CLI-0327,2026-03-24 10:22:00,2026-03-25,11:15:00,13:15:00,6,4,0,True,routine,monthly,MOW_frozen,private_donations,completed,,,,refrigerated_vehicle,,renal,
REQ-00257,CLI-0452,2026-03-23 08:32:00,2026-03-26,12:00:00,14:00:00,11,4,0,False,routine,one_time,culturally_specific,municipal,completed,,RTE-0025,23,,,diabetic_friendly,cane
REQ-00258,CLI-0473,2026-04-06 09:28:00,2026-04-11,10:15:00,12:15:00,6,3,0,False,routine,weekly,grocery_hamper,United_Way,completed,,RTE-0033,17,wheelchair,flexible_window,,wheelchair
REQ-00259,CLI-0293,2026-04-09 19:43:00,2026-04-14,11:30:00,14:30:00,9,7,1,True,routine,one_time,MOW_frozen,private_donations,completed,,,,lang_Vietnamese;refrigerated_vehicle,flexible_window,low_sodium;heart_healthy;minced,
REQ-00260,CLI-0058,2026-03-29 16:22:00,2026-03-30,11:00:00,12:30:00,9,5,0,True,routine,one_time,MOW_hot,private_donations,completed,,RTE-0058,4,refrigerated_vehicle,flexible_window,diabetic_friendly;soft,assistance_at_door
REQ-00261,CLI-0301,2026-03-24 13:25:00,2026-03-26,10:45:00,12:45:00,5,4,0,False,routine,biweekly,culturally_specific,Island_Health,scheduled,,RTE-0025,22,,flexible_window;can_leave_at_door,pureed,walker;bedbound
REQ-00262,CLI-0387,2026-03-27 19:43:00,2026-04-01,11:30:00,13:30:00,7,5,1,False,routine,weekly,grocery_hamper,client_pay,pending,,,,,,,assistance_at_door
REQ-00263,CLI-0309,2026-03-30 09:23:00,2026-04-01,09:45:00,12:45:00,5,1,0,True,routine,biweekly,MOW_hot,private_donations,pending,,,,no_pet_allergy;refrigerated_vehicle,,heart_healthy;halal,walker
REQ-00264,CLI-0405,2026-04-09 07:56:00,2026-04-10,08:00:00,09:30:00,5,7,0,True,routine,monthly,MOW_hot,Island_Health,completed,,RTE-0017,2,refrigerated_vehicle,flexible_window,low_sodium,
REQ-00265,CLI-0047,2026-04-10 15:36:00,2026-04-13,12:00:00,13:30:00,7,4,1,True,routine,one_time,grocery_hamper,Island_Health,completed,,RTE-0093,9,lang_English;refrigerated_vehicle,,low_sodium,cane
REQ-00266,CLI-0211,2026-04-07 07:32:00,2026-04-11,11:45:00,12:45:00,5,4,0,True,routine,monthly,MOW_hot,municipal,completed,,,,lang_Cantonese;refrigerated_vehicle;wheelchair,flexible_window,low_sodium,wheelchair;low_vision
REQ-00267,CLI-0286,2026-04-04 13:58:00,2026-04-05,13:00:00,16:00:00,12,1,0,True,routine,one_time,MOW_frozen,private_donations,completed,,RTE-0078,21,refrigerated_vehicle,can_leave_at_door,diabetic_friendly;soft,assistance_at_door
REQ-00268,CLI-0447,2026-04-01 16:03:00,2026-04-02,09:45:00,10:45:00,5,4,0,True,routine,one_time,MOW_frozen,United_Way,completed,,RTE-0013,15,refrigerated_vehicle,flexible_day,low_sodium;renal;pureed;minced,
REQ-00269,CLI-0459,2026-03-26 18:47:00,2026-03-30,09:00:00,10:30:00,6,1,2,True,routine,monthly,MOW_frozen,United_Way,completed,,RTE-0062,7,refrigerated_vehicle,flexible_window;flexible_day,diabetic_friendly,cane;assistance_at_door
REQ-00270,CLI-0025,2026-04-13 14:05:00,2026-04-14,08:15:00,09:45:00,8,7,1,False,routine,one_time,grocery_hamper,United_Way,completed,,RTE-0043,5,,,heart_healthy,bedbound;assistance_at_door
REQ-00271,CLI-0070,2026-03-22 18:09:00,2026-03-26,09:00:00,11:00:00,11,7,1,True,routine,weekly,MOW_frozen,private_donations,rerouted,vehicle_breakdown,RTE-0025,5,refrigerated_vehicle,,vegetarian;lactose_free,assistance_at_door
REQ-00272,CLI-0325,2026-03-23 18:25:00,2026-03-28,12:00:00,14:00:00,5,3,0,True,routine,biweekly,MOW_hot,private_donations,completed,,RTE-0055,22,no_pet_allergy;refrigerated_vehicle,flexible_window;flexible_day,diabetic_friendly;lactose_free,
REQ-00273,CLI-0398,2026-03-24 10:16:00,2026-03-25,13:45:00,14:45:00,10,5,1,False,routine,one_time,grocery_hamper,private_donations,completed,,,,,flexible_window,low_sodium,assistance_at_door
REQ-00274,CLI-0290,2026-04-04 19:25:00,2026-04-05,08:30:00,09:30:00,8,4,1,False,routine,weekly,grocery_hamper,municipal,completed,,RTE-0001,13,,,low_sodium;heart_healthy,
REQ-00275,CLI-0335,2026-03-22 10:09:00,2026-03-26,12:30:00,13:30:00,5,3,0,True,routine,weekly,MOW_frozen,United_Way,completed,,RTE-0025,20,refrigerated_vehicle,can_leave_at_door,diabetic_friendly,assistance_at_door
REQ-00276,CLI-0435,2026-03-26 10:29:00,2026-03-31,11:45:00,12:45:00,9,5,1,True,routine,monthly,MOW_hot,client_pay,completed,,RTE-0178,12,refrigerated_vehicle,can_leave_at_door,,assistance_at_door
REQ-00277,CLI-0151,2026-04-11 20:33:00,2026-04-15,10:00:00,11:30:00,8,7,2,True,routine,weekly,MOW_hot,United_Way,scheduled,,RTE-0066,11,refrigerated_vehicle,flexible_day,heart_healthy,
REQ-00278,CLI-0205,2026-03-23 10:38:00,2026-03-25,12:15:00,14:15:00,6,7,2,False,routine,weekly,culturally_specific,private_donations,completed,,RTE-0254,5,,flexible_day,,
REQ-00279,CLI-0081,2026-04-05 19:43:00,2026-04-09,10:00:00,11:30:00,8,1,1,False,routine,one_time,grocery_hamper,client_pay,completed,,RTE-0037,6,,flexible_window,,assistance_at_door
REQ-00280,CLI-0175,2026-04-05 06:33:00,2026-04-06,10:30:00,13:30:00,7,1,0,True,urgent,one_time,MOW_hot,private_donations,pending,,,,lang_Mandarin;refrigerated_vehicle,,gluten_free,
REQ-00281,CLI-0102,2026-03-25 17:07:00,2026-03-27,12:30:00,14:30:00,8,4,0,True,routine,one_time,MOW_frozen,private_donations,completed,,RTE-0020,1,refrigerated_vehicle,flexible_window;can_leave_at_door,,assistance_at_door
REQ-00282,CLI-0310,2026-03-25 20:56:00,2026-03-27,12:30:00,14:30:00,9,6,0,True,routine,monthly,MOW_hot,municipal,scheduled,,RTE-0145,5,no_pet_allergy;refrigerated_vehicle;wheelchair,,diabetic_friendly;low_sodium;heart_healthy,wheelchair
REQ-00283,CLI-0405,2026-04-04 09:16:00,2026-04-09,13:15:00,16:15:00,11,7,0,True,urgent,one_time,grocery_hamper,Island_Health,no_answer,buzzer_failed,RTE-0037,3,refrigerated_vehicle,flexible_day;can_leave_at_door,low_sodium,
REQ-00284,CLI-0252,2026-04-08 19:43:00,2026-04-13,13:00:00,14:00:00,5,6,0,True,routine,weekly,MOW_hot,private_donations,in_progress,,RTE-0093,3,refrigerated_vehicle,,diabetic_friendly;renal,
REQ-00285,CLI-0316,2026-04-05 16:21:00,2026-04-07,10:45:00,13:45:00,13,3,1,False,urgent,weekly,culturally_specific,private_donations,completed,,,,lang_Vietnamese,can_leave_at_door,low_sodium,walker;cane
REQ-00286,CLI-0388,2026-04-07 11:19:00,2026-04-09,10:15:00,11:45:00,5,6,0,True,routine,weekly,MOW_hot,municipal,completed,,RTE-0023,3,refrigerated_vehicle,flexible_window;flexible_day;can_leave_at_door,low_sodium;vegetarian,
REQ-00287,CLI-0128,2026-03-30 11:14:00,2026-04-02,12:15:00,15:15:00,7,2,0,True,routine,weekly,MOW_hot,client_pay,completed,,RTE-0006,12,refrigerated_vehicle;wheelchair,,,wheelchair;assistance_at_door;low_vision
REQ-00288,CLI-0154,2026-03-30 13:05:00,2026-04-04,13:15:00,14:15:00,9,6,0,True,routine,biweekly,MOW_hot,private_donations,completed,,RTE-0005,14,refrigerated_vehicle,flexible_day,,assistance_at_door
REQ-00289,CLI-0385,2026-03-25 08:06:00,2026-03-29,13:00:00,16:00:00,8,7,0,False,routine,biweekly,culturally_specific,Island_Health,pending,,,,,flexible_day,diabetic_friendly;low_sodium,assistance_at_door
REQ-00290,CLI-0143,2026-03-31 08:37:00,2026-04-03,12:45:00,14:45:00,6,3,1,True,urgent,one_time,MOW_hot,municipal,completed,,RTE-0042,5,refrigerated_vehicle,,low_sodium;lactose_free,assistance_at_door;low_vision
REQ-00291,CLI-0186,2026-03-30 19:15:00,2026-04-01,10:45:00,12:15:00,7,5,0,True,routine,one_time,MOW_frozen,Island_Health,completed,,RTE-0029,17,refrigerated_vehicle,,,cane
REQ-00292,CLI-0308,2026-04-06 17:45:00,2026-04-09,12:30:00,15:30:00,6,6,0,True,routine,biweekly,MOW_frozen,United_Way,completed,,RTE-0037,14,refrigerated_vehicle,,diabetic_friendly,walker
REQ-00293,CLI-0067,2026-03-25 15:37:00,2026-03-28,09:45:00,11:45:00,6,2,0,False,routine,one_time,emergency_box,client_pay,completed,,RTE-0010,3,,flexible_window;can_leave_at_door,diabetic_friendly;soft,
REQ-00294,CLI-0083,2026-03-28 09:55:00,2026-03-30,12:30:00,14:30:00,10,5,0,False,routine,weekly,culturally_specific,private_donations,rerouted,time_window_conflict,RTE-0062,10,,,vegetarian,walker;assistance_at_door
REQ-00295,CLI-0112,2026-04-01 13:19:00,2026-04-06,11:45:00,14:45:00,8,3,0,True,routine,weekly,MOW_hot,client_pay,completed,,RTE-0100,4,refrigerated_vehicle;wheelchair,flexible_day,heart_healthy,wheelchair
REQ-00296,CLI-0194,2026-03-27 19:35:00,2026-03-29,09:00:00,10:30:00,6,7,1,True,routine,biweekly,MOW_frozen,Island_Health,completed,,RTE-0009,7,refrigerated_vehicle,can_leave_at_door,minced;gluten_free;lactose_free,
REQ-00297,CLI-0285,2026-03-29 08:27:00,2026-04-02,10:15:00,11:45:00,10,2,1,False,routine,weekly,culturally_specific,municipal,completed,,RTE-0073,5,wheelchair,can_leave_at_door,,wheelchair
REQ-00298,CLI-0206,2026-03-24 20:17:00,2026-03-25,12:30:00,14:00:00,8,1,0,True,urgent,one_time,MOW_hot,United_Way,completed,,,,refrigerated_vehicle,flexible_window,,walker
REQ-00299,CLI-0058,2026-04-07 19:51:00,2026-04-10,11:30:00,12:30:00,10,2,2,True,routine,weekly,MOW_hot,Island_Health,completed,,RTE-0017,13,refrigerated_vehicle,flexible_window;can_leave_at_door,diabetic_friendly;soft,assistance_at_door
REQ-00300,CLI-0287,2026-03-28 10:40:00,2026-04-01,12:00:00,13:00:00,9,6,0,True,routine,weekly,MOW_hot,client_pay,completed,,RTE-0029,7,no_pet_allergy;refrigerated_vehicle,,soft;vegetarian;halal;lactose_free,walker
REQ-00301,CLI-0086,2026-03-22 09:31:00,2026-03-27,12:15:00,13:15:00,5,2,1,True,urgent,weekly,MOW_frozen,municipal,in_progress,,RTE-0020,16,refrigerated_vehicle,,low_sodium,hard_of_hearing
REQ-00302,CLI-0250,2026-03-31 09:23:00,2026-04-05,12:45:00,13:45:00,6,2,1,True,routine,monthly,MOW_hot,Island_Health,completed,,RTE-0078,6,refrigerated_vehicle,,diabetic_friendly;low_sodium;soft,assistance_at_door
REQ-00303,CLI-0281,2026-04-09 18:19:00,2026-04-14,09:45:00,12:45:00,9,7,0,True,routine,weekly,MOW_hot,United_Way,completed,,RTE-0012,12,refrigerated_vehicle,flexible_day,diabetic_friendly;low_sodium,low_vision
REQ-00304,CLI-0042,2026-03-27 07:21:00,2026-04-01,10:00:00,12:00:00,9,3,0,True,urgent,weekly,MOW_hot,Island_Health,scheduled,,,,lang_Vietnamese;refrigerated_vehicle;wheelchair,,,wheelchair;assistance_at_door;hard_of_hearing
REQ-00305,CLI-0443,2026-04-06 07:51:00,2026-04-10,11:30:00,14:30:00,7,6,1,True,routine,biweekly,MOW_hot,municipal,cancelled,no_longer_needed,,,refrigerated_vehicle,,low_sodium;vegetarian,assistance_at_door
REQ-00306,CLI-0473,2026-03-21 13:39:00,2026-03-25,12:45:00,15:45:00,8,6,0,True,urgent,weekly,MOW_frozen,United_Way,pending,,,,refrigerated_vehicle;wheelchair,flexible_window;flexible_day;can_leave_at_door,,wheelchair
REQ-00307,CLI-0157,2026-03-30 06:23:00,2026-04-01,12:45:00,15:45:00,11,2,1,False,routine,weekly,culturally_specific,private_donations,completed,,RTE-0014,6,two_person,,soft,
REQ-00308,CLI-0101,2026-03-26 13:00:00,2026-03-30,08:00:00,10:00:00,6,3,1,True,urgent,weekly,MOW_hot,Island_Health,completed,,,,lang_Spanish;refrigerated_vehicle,,,walker
REQ-00309,CLI-0495,2026-04-08 14:21:00,2026-04-12,11:45:00,12:45:00,9,1,2,True,routine,weekly,MOW_frozen,client_pay,completed,,RTE-0144,7,refrigerated_vehicle;wheelchair,,,wheelchair;walker
REQ-00310,CLI-0472,2026-04-09 19:13:00,2026-04-12,13:15:00,16:15:00,7,3,0,True,routine,one_time,MOW_frozen,United_Way,completed,,RTE-0144,11,refrigerated_vehicle;wheelchair,,diabetic_friendly,wheelchair;walker;assistance_at_door
REQ-00311,CLI-0180,2026-04-09 18:55:00,2026-04-13,10:30:00,13:30:00,7,6,1,True,routine,weekly,MOW_hot,Island_Health,completed,,,,lang_Punjabi;refrigerated_vehicle;two_person,flexible_window,low_sodium,
REQ-00312,CLI-0378,2026-03-29 19:28:00,2026-04-01,10:30:00,11:30:00,10,6,1,True,routine,one_time,MOW_hot,United_Way,completed,,,,lang_Tagalog;refrigerated_vehicle;wheelchair,flexible_window,,wheelchair
REQ-00313,CLI-0383,2026-04-05 12:20:00,2026-04-10,09:30:00,11:30:00,10,1,0,False,routine,monthly,grocery_hamper,private_donations,completed,,RTE-0007,13,,flexible_window,diabetic_friendly;heart_healthy;lactose_free,walker;assistance_at_door;hard_of_hearing
REQ-00314,CLI-0374,2026-04-08 20:25:00,2026-04-11,12:15:00,13:45:00,10,6,1,True,routine,weekly,MOW_hot,private_donations,pending,,,,no_pet_allergy;refrigerated_vehicle,,renal,cane;assistance_at_door
REQ-00315,CLI-0114,2026-04-06 06:51:00,2026-04-08,10:00:00,12:00:00,11,1,1,True,routine,monthly,MOW_hot,Island_Health,pending,,,,refrigerated_vehicle,flexible_window,low_sodium;pureed,
REQ-00316,CLI-0209,2026-03-31 09:55:00,2026-04-05,12:45:00,15:45:00,8,2,0,True,routine,one_time,MOW_hot,United_Way,completed,,RTE-0250,1,refrigerated_vehicle;wheelchair,,soft,wheelchair;bedbound;hard_of_hearing
REQ-00317,CLI-0222,2026-03-24 09:54:00,2026-03-26,09:45:00,11:15:00,9,7,1,True,routine,weekly,MOW_frozen,Island_Health,scheduled,,RTE-0025,15,refrigerated_vehicle,,halal,assistance_at_door
REQ-00318,CLI-0036,2026-03-25 06:11:00,2026-03-26,13:45:00,16:45:00,7,1,0,True,routine,weekly,MOW_frozen,Island_Health,completed,,,,lang_Cantonese;refrigerated_vehicle,,heart_healthy,walker;bedbound;assistance_at_door;low_vision
REQ-00319,CLI-0290,2026-04-10 09:33:00,2026-04-14,09:15:00,10:15:00,8,4,0,True,urgent,weekly,MOW_hot,private_donations,completed,,RTE-0012,22,refrigerated_vehicle,,low_sodium;heart_healthy,
REQ-00320,CLI-0175,2026-03-22 16:48:00,2026-03-25,13:15:00,16:15:00,7,1,0,True,routine,monthly,MOW_frozen,United_Way,completed,,,,lang_Mandarin;refrigerated_vehicle,,gluten_free,
REQ-00321,CLI-0469,2026-04-10 08:38:00,2026-04-11,09:15:00,12:15:00,8,1,1,True,routine,weekly,MOW_frozen,Island_Health,completed,,RTE-0059,2,refrigerated_vehicle,,heart_healthy;minced,walker;assistance_at_door;low_vision
REQ-00322,CLI-0053,2026-03-29 13:26:00,2026-03-31,12:45:00,13:45:00,9,3,2,True,urgent,weekly,MOW_frozen,Island_Health,pending,,,,no_pet_allergy;refrigerated_vehicle,,diabetic_friendly,assistance_at_door
REQ-00323,CLI-0061,2026-03-21 10:02:00,2026-03-25,11:00:00,14:00:00,5,5,0,True,routine,weekly,MOW_frozen,private_donations,completed,,,,refrigerated_vehicle,flexible_window;flexible_day,heart_healthy,
REQ-00324,CLI-0431,2026-03-23 12:59:00,2026-03-25,10:30:00,11:30:00,13,7,0,True,routine,one_time,MOW_hot,Island_Health,pending,,,,refrigerated_vehicle,flexible_window,diabetic_friendly,walker
REQ-00325,CLI-0260,2026-03-28 18:16:00,2026-04-01,09:00:00,12:00:00,5,4,1,True,routine,biweekly,MOW_hot,client_pay,rerouted,vehicle_breakdown,RTE-0011,4,refrigerated_vehicle,,,
REQ-00326,CLI-0381,2026-04-10 06:12:00,2026-04-12,09:00:00,12:00:00,5,6,1,True,routine,biweekly,MOW_frozen,Island_Health,completed,,RTE-0026,12,refrigerated_vehicle;two_person,flexible_day,soft,assistance_at_door;hard_of_hearing
REQ-00327,CLI-0106,2026-04-13 20:08:00,2026-04-14,12:45:00,15:45:00,10,2,0,False,routine,one_time,emergency_box,Island_Health,completed,,RTE-0137,7,wheelchair,,heart_healthy;minced;soft;vegan;lactose_free,wheelchair;low_vision
REQ-00328,CLI-0126,2026-03-21 15:41:00,2026-03-25,12:00:00,14:00:00,9,3,1,False,routine,one_time,grocery_hamper,Island_Health,scheduled,,,,,,,assistance_at_door
REQ-00329,CLI-0048,2026-04-08 06:01:00,2026-04-11,10:15:00,11:45:00,9,1,1,True,routine,biweekly,MOW_frozen,private_donations,completed,,RTE-0033,5,refrigerated_vehicle;two_person;wheelchair,can_leave_at_door,,wheelchair;bedbound
REQ-00330,CLI-0271,2026-03-27 15:15:00,2026-03-28,08:30:00,10:30:00,9,5,0,True,urgent,weekly,MOW_frozen,private_donations,completed,,RTE-0060,8,refrigerated_vehicle,,low_sodium,
REQ-00331,CLI-0482,2026-03-26 19:45:00,2026-03-29,10:30:00,12:00:00,7,5,1,True,routine,one_time,MOW_hot,Island_Health,completed,,RTE-0161,2,refrigerated_vehicle,,,
REQ-00332,CLI-0141,2026-03-24 11:55:00,2026-03-29,08:30:00,10:00:00,5,7,0,True,routine,biweekly,MOW_frozen,private_donations,completed,,,,lang_Vietnamese;no_pet_allergy;refrigerated_vehicle,flexible_window,heart_healthy;renal,
REQ-00333,CLI-0125,2026-03-21 07:36:00,2026-03-26,11:30:00,13:30:00,8,3,1,True,routine,biweekly,MOW_frozen,Island_Health,completed,,,,lang_Mandarin;no_pet_allergy;refrigerated_vehicle,flexible_window,gluten_free,cane
REQ-00334,CLI-0059,2026-03-20 15:08:00,2026-03-25,13:30:00,15:30:00,6,4,1,True,urgent,one_time,MOW_hot,client_pay,completed,,,,lang_Cantonese;refrigerated_vehicle,,diabetic_friendly;soft,cane
REQ-00335,CLI-0358,2026-03-28 19:21:00,2026-03-31,12:00:00,13:00:00,10,5,1,True,routine,weekly,MOW_hot,United_Way,completed,,RTE-0182,7,refrigerated_vehicle;wheelchair,,,wheelchair;assistance_at_door;hard_of_hearing
REQ-00336,CLI-0140,2026-03-31 19:11:00,2026-04-05,10:30:00,11:30:00,7,2,0,True,urgent,biweekly,MOW_frozen,private_donations,completed,,RTE-0078,10,refrigerated_vehicle,,low_sodium,walker;assistance_at_door
REQ-00337,CLI-0032,2026-03-31 20:23:00,2026-04-03,12:30:00,14:30:00,5,5,1,True,urgent,monthly,MOW_frozen,private_donations,scheduled,,RTE-0042,16,refrigerated_vehicle,flexible_day,,
REQ-00338,CLI-0404,2026-04-03 07:09:00,2026-04-07,10:30:00,12:00:00,7,3,2,False,routine,weekly,emergency_box,Island_Health,completed,,RTE-0041,2,,flexible_window,low_sodium;gluten_free,walker;assistance_at_door
REQ-00339,CLI-0467,2026-03-25 08:43:00,2026-03-29,11:45:00,13:45:00,9,2,1,False,routine,monthly,emergency_box,private_donations,completed,,RTE-0009,11,,flexible_window,,
REQ-00340,CLI-0026,2026-03-23 10:23:00,2026-03-26,10:15:00,12:15:00,6,3,0,False,urgent,weekly,emergency_box,United_Way,in_progress,,RTE-0021,1,two_person,flexible_window,soft,bedbound;low_vision
REQ-00341,CLI-0340,2026-03-29 11:50:00,2026-03-31,13:45:00,16:45:00,5,4,0,True,routine,weekly,MOW_frozen,Island_Health,rerouted,time_window_conflict,RTE-0258,9,no_pet_allergy;refrigerated_vehicle,flexible_day,vegetarian,walker
REQ-00342,CLI-0368,2026-03-23 09:05:00,2026-03-26,11:00:00,13:00:00,8,3,1,True,routine,one_time,MOW_frozen,private_donations,completed,,RTE-0025,21,refrigerated_vehicle,flexible_window,diabetic_friendly;vegetarian,assistance_at_door
REQ-00343,CLI-0024,2026-03-24 16:43:00,2026-03-25,11:00:00,13:00:00,8,6,1,False,routine,weekly,emergency_box,private_donations,in_progress,,RTE-0254,6,,flexible_window;flexible_day,diabetic_friendly;soft,
REQ-00344,CLI-0089,2026-03-24 12:18:00,2026-03-26,08:00:00,09:30:00,6,6,1,True,routine,weekly,MOW_hot,Island_Health,completed,,RTE-0044,13,refrigerated_vehicle,flexible_window;flexible_day,lactose_free,walker;assistance_at_door
REQ-00345,CLI-0121,2026-04-06 16:28:00,2026-04-11,12:15:00,13:15:00,6,5,0,True,routine,monthly,MOW_hot,United_Way,scheduled,,RTE-0059,3,refrigerated_vehicle,,,cane;low_vision
REQ-00346,CLI-0128,2026-03-31 17:00:00,2026-04-02,12:15:00,14:15:00,8,5,1,True,routine,biweekly,MOW_hot,United_Way,completed,,RTE-0006,13,refrigerated_vehicle;wheelchair,flexible_window,,wheelchair;assistance_at_door;low_vision
REQ-00347,CLI-0435,2026-03-22 13:41:00,2026-03-25,12:15:00,13:45:00,5,7,0,False,routine,biweekly,grocery_hamper,United_Way,scheduled,,,,,,,assistance_at_door
REQ-00348,CLI-0155,2026-03-20 08:19:00,2026-03-25,11:45:00,12:45:00,5,3,2,True,routine,one_time,MOW_hot,private_donations,completed,,RTE-0228,29,refrigerated_vehicle,flexible_window;flexible_day,diabetic_friendly;vegetarian,
REQ-00349,CLI-0414,2026-04-03 10:41:00,2026-04-07,09:15:00,11:15:00,6,1,2,True,routine,weekly,MOW_frozen,Island_Health,completed,,,,lang_Vietnamese;refrigerated_vehicle;two_person,,pureed;vegetarian,cane
REQ-00350,CLI-0302,2026-04-02 12:42:00,2026-04-06,12:00:00,13:00:00,7,6,2,True,routine,biweekly,MOW_hot,Island_Health,completed,,RTE-0045,19,refrigerated_vehicle,,low_sodium;gluten_free,walker
REQ-00351,CLI-0137,2026-03-21 08:11:00,2026-03-25,08:15:00,11:15:00,8,2,0,False,routine,weekly,grocery_hamper,private_donations,completed,,RTE-0183,4,,,,
REQ-00352,CLI-0267,2026-03-31 14:15:00,2026-04-04,08:30:00,10:30:00,11,3,1,False,routine,biweekly,grocery_hamper,private_donations,completed,,RTE-0056,24,,,heart_healthy,assistance_at_door;hard_of_hearing
REQ-00353,CLI-0411,2026-04-03 12:35:00,2026-04-08,13:00:00,14:00:00,10,3,0,True,routine,biweekly,grocery_hamper,private_donations,completed,,,,refrigerated_vehicle;two_person;wheelchair,flexible_window;can_leave_at_door,soft;gluten_free;vegetarian,wheelchair
REQ-00354,CLI-0213,2026-03-21 06:23:00,2026-03-25,11:00:00,13:00:00,7,4,0,False,routine,one_time,culturally_specific,Island_Health,in_progress,,RTE-0160,7,,,,
REQ-00355,CLI-0234,2026-03-25 08:03:00,2026-03-28,09:30:00,10:30:00,7,6,1,True,routine,weekly,MOW_frozen,private_donations,completed,,RTE-0061,6,refrigerated_vehicle,,diabetic_friendly;soft,
REQ-00356,CLI-0163,2026-04-08 06:34:00,2026-04-11,08:30:00,10:00:00,5,2,1,False,urgent,monthly,grocery_hamper,United_Way,rerouted,vehicle_breakdown,RTE-0015,3,two_person,,diabetic_friendly,cane
REQ-00357,CLI-0025,2026-03-31 09:13:00,2026-04-02,12:00:00,13:00:00,7,4,0,False,routine,weekly,emergency_box,Island_Health,completed,,RTE-0006,9,,flexible_window;can_leave_at_door,heart_healthy,bedbound;assistance_at_door
REQ-00358,CLI-0042,2026-04-07 11:29:00,2026-04-10,13:30:00,16:30:00,7,3,1,True,routine,weekly,MOW_hot,private_donations,completed,,,,lang_Vietnamese;refrigerated_vehicle;wheelchair,flexible_day,,wheelchair;assistance_at_door;hard_of_hearing
REQ-00359,CLI-0149,2026-03-28 20:32:00,2026-03-31,09:00:00,11:00:00,8,7,0,True,routine,biweekly,MOW_frozen,United_Way,completed,,RTE-0272,6,refrigerated_vehicle;two_person;wheelchair,flexible_day,diabetic_friendly;heart_healthy;lactose_free,wheelchair;assistance_at_door
REQ-00360,CLI-0460,2026-03-28 12:35:00,2026-03-29,12:45:00,14:45:00,5,3,1,True,routine,one_time,MOW_hot,United_Way,cancelled,duplicate_request,,,refrigerated_vehicle,flexible_window,heart_healthy;pureed,
REQ-00361,CLI-0228,2026-03-24 08:26:00,2026-03-25,11:45:00,13:45:00,9,4,1,True,routine,one_time,MOW_hot,United_Way,completed,,,,refrigerated_vehicle,can_leave_at_door,halal,
REQ-00362,CLI-0233,2026-04-01 11:09:00,2026-04-04,11:45:00,13:15:00,11,1,1,True,urgent,biweekly,MOW_frozen,Island_Health,completed,,RTE-0005,18,refrigerated_vehicle,flexible_window;flexible_day,,hard_of_hearing
REQ-00363,CLI-0463,2026-04-11 14:31:00,2026-04-15,08:45:00,09:45:00,7,3,0,True,routine,one_time,MOW_hot,private_donations,scheduled,,RTE-0119,24,refrigerated_vehicle,,lactose_free,low_vision;hard_of_hearing
